transaction_id,user_id,device_id,card_id,ip_address,merchant_id,amount,timestamp,channel,country,is_fraud
T000607,U0281,D0024,C0629,IP0174,M0077,216.87,2026-01-10T08:16:00,mobile,BR,0
T000608,U0016,D0073,C0622,IP0238,M0056,33.55,2026-02-21T14:53:00,mobile,IN,1
T000609,U0028,D0026,C0195,IP0170,M0027,42.78,2026-01-30T16:32:00,mobile,BR,1
T000610,U0284,D0139,C0289,IP0136,M0085,89.57,2026-02-23T06:45:00,mobile,IN,0
T000611,U0050,D0013,C0563,IP0202,M0074,30.15,2026-01-13T21:06:00,mobile,IN,1
T000612,U0028,D0093,C0090,IP0002,M0055,24.97,2026-01-19T10:59:00,mobile,RU,1
T000613,U0339,D0161,C0100,IP0246,M0026,389.81,2026-03-01T06:55:00,web,IN,0
T000614,U0088,D0164,C0485,IP0150,M0011,11.23,2026-02-26T22:22:00,web,GB,0
T000615,U0402,D0102,C0272,IP0242,M0063,169.35,2026-02-03T14:40:00,web,BR,0
T000616,U0279,D0100,C0391,IP0095,M0048,11.28,2026-01-26T20:51:00,mobile,IN,0
T000617,U0229,D0012,C0477,IP0135,M0057,99.98,2026-02-15T17:33:00,mobile,IN,0
T000618,U0429,D0069,C0100,IP0032,M0020,98.07,2026-01-22T03:03:00,web,BR,0
T000619,U0177,D0139,C0233,IP0212,M0076,184.26,2026-02-27T04:15:00,pos,US,1
T000620,U0431,D0100,C0487,IP0215,M0069,137.95,2026-01-05T00:26:00,pos,IN,0
T000621,U0244,D0077,C0036,IP0041,M0051,801.26,2026-01-08T23:43:00,pos,NG,0
T000622,U0462,D0133,C0460,IP0076,M0016,123.14,2026-02-04T10:02:00,web,IN,0
T000623,U0498,D0055,C0044,IP0099,M0017,192.2,2026-01-06T18:02:00,mobile,US,0
T000624,U0350,D0112,C0152,IP0104,M0081,320.86,2026-02-11T09:15:00,pos,GB,0
T000625,U0164,D0018,C0570,IP0045,M0050,380.5,2026-02-01T00:25:00,mobile,NG,0
T000626,U0167,D0071,C0639,IP0235,M0002,307.27,2026-02-13T16:08:00,pos,NG,0
T000627,U0401,D0108,C0154,IP0058,M0054,73.16,2026-01-19T01:11:00,web,NG,0
T000628,U0302,D0150,C0577,IP0052,M0014,7.67,2026-01-02T10:12:00,web,RU,0
T000629,U0147,D0138,C0271,IP0177,M0053,74.2,2026-02-23T04:31:00,mobile,BR,0
T000630,U0249,D0147,C0177,IP0243,M0005,157.81,2026-01-30T08:00:00,mobile,CA,1
T000631,U0074,D0159,C0406,IP0206,M0005,477.61,2026-01-06T21:29:00,mobile,BR,0
T000632,U0122,D0013,C0382,IP0244,M0035,91.08,2026-02-23T04:19:00,web,GB,0
T000633,U0419,D0078,C0504,IP0160,M0036,92.72,2026-01-16T21:21:00,pos,BR,0
T000634,U0051,D0059,C0454,IP0069,M0039,122.94,2026-01-28T17:36:00,mobile,GB,0
T000635,U0374,D0107,C0453,IP0046,M0025,13.2,2026-01-13T17:15:00,web,RU,0
T000636,U0209,D0125,C0528,IP0192,M0008,49.3,2026-02-06T03:03:00,web,US,1
T000637,U0160,D0130,C0537,IP0207,M0018,117.5,2026-01-07T19:28:00,pos,US,0
T000638,U0089,D0050,C0256,IP0103,M0008,279.93,2026-01-03T20:02:00,web,CA,1
T000639,U0026,D0093,C0378,IP0102,M0036,533.5,2026-01-21T14:16:00,mobile,NG,0
T000640,U0204,D0163,C0032,IP0064,M0088,273.62,2026-02-15T08:44:00,web,GB,0
T000641,U0251,D0153,C0486,IP0229,M0023,60.84,2026-01-31T05:41:00,pos,NG,0
T000642,U0180,D0089,C0093,IP0084,M0034,226.24,2026-01-08T10:27:00,mobile,US,0
T000643,U0198,D0013,C0220,IP0084,M0074,37.14,2026-01-13T05:04:00,web,BR,0
T000644,U0116,D0174,C0420,IP0106,M0035,407.18,2026-01-15T20:03:00,pos,US,0
T000645,U0443,D0175,C0136,IP0005,M0061,44.79,2026-01-30T23:08:00,pos,IN,0
T000646,U0308,D0003,C0623,IP0115,M0033,533.84,2026-01-26T00:21:00,mobile,BR,0
T000647,U0496,D0165,C0386,IP0141,M0055,50.24,2026-02-21T01:04:00,mobile,CA,0
T000648,U0130,D0056,C0534,IP0239,M0039,597.59,2026-02-25T21:18:00,pos,CA,0
T000649,U0300,D0027,C0384,IP0004,M0066,201.23,2026-01-04T08:02:00,pos,BR,0
T000650,U0305,D0156,C0111,IP0145,M0039,92.42,2026-02-11T12:15:00,mobile,US,0
T000651,U0173,D0119,C0284,IP0238,M0050,240.82,2026-01-12T10:18:00,mobile,BR,1
T000652,U0365,D0167,C0154,IP0153,M0025,373.57,2026-02-27T10:02:00,pos,RU,0
T000653,U0124,D0015,C0328,IP0207,M0085,246.16,2026-01-01T09:12:00,pos,IN,0
T000654,U0370,D0007,C0266,IP0255,M0038,38.1,2026-01-13T03:27:00,mobile,CA,0
T000655,U0199,D0010,C0228,IP0098,M0044,63.8,2026-02-15T09:52:00,pos,NG,0
T000656,U0327,D0122,C0308,IP0184,M0065,160.96,2026-02-05T02:40:00,web,RU,0
T000657,U0337,D0143,C0100,IP0093,M0038,216.15,2026-01-02T12:11:00,mobile,IN,0
T000658,U0380,D0067,C0344,IP0094,M0088,85.24,2026-02-06T08:55:00,pos,US,0
T000659,U0114,D0091,C0431,IP0115,M0040,49.35,2026-01-24T22:10:00,mobile,GB,0
T000660,U0134,D0150,C0121,IP0151,M0060,368.69,2026-02-05T12:52:00,mobile,US,0
T000661,U0444,D0163,C0200,IP0037,M0061,64.58,2026-02-13T15:04:00,pos,US,0
T000662,U0445,D0175,C0306,IP0196,M0068,91.77,2026-01-27T18:36:00,mobile,US,1
T000663,U0446,D0039,C0351,IP0071,M0026,134.42,2026-01-23T13:08:00,mobile,NG,0
T000664,U0458,D0118,C0185,IP0074,M0041,119.48,2026-01-12T13:57:00,web,CA,1
T000665,U0171,D0162,C0060,IP0091,M0041,339.54,2026-01-03T05:24:00,web,CA,0
T000666,U0141,D0054,C0163,IP0087,M0074,46.62,2026-02-18T22:39:00,mobile,RU,0
T000667,U0391,D0023,C0445,IP0067,M0079,328.83,2026-02-27T23:37:00,pos,CA,0
T000668,U0207,D0110,C0005,IP0245,M0050,45.99,2026-02-25T09:33:00,web,NG,0
T000669,U0103,D0096,C0544,IP0008,M0042,1641.93,2026-01-12T20:55:00,web,US,0
T000670,U0347,D0002,C0353,IP0128,M0029,275.64,2026-01-03T00:47:00,mobile,IN,1
T000671,U0053,D0099,C0314,IP0258,M0076,208.75,2026-02-09T12:54:00,web,US,0
T000672,U0422,D0012,C0467,IP0153,M0038,328.96,2026-02-26T05:22:00,pos,NG,0
T000673,U0306,D0135,C0138,IP0173,M0056,17.87,2026-02-12T03:01:00,mobile,CA,1
T000674,U0184,D0049,C0020,IP0085,M0052,37.01,2026-01-14T23:08:00,web,IN,0
T000675,U0373,D0034,C0604,IP0109,M0003,78.22,2026-01-24T21:39:00,pos,IN,0
T000676,U0064,D0094,C0262,IP0020,M0049,76.63,2026-02-03T19:10:00,pos,NG,0
T000677,U0025,D0153,C0111,IP0025,M0085,217.93,2026-02-26T20:13:00,pos,RU,0
T000678,U0011,D0013,C0455,IP0060,M0054,150.16,2026-02-19T17:53:00,mobile,US,1
T000679,U0281,D0065,C0211,IP0243,M0020,747.35,2026-02-24T13:19:00,pos,BR,0
T000680,U0323,D0003,C0104,IP0155,M0054,109.91,2026-02-05T03:16:00,pos,NG,0
T000681,U0139,D0160,C0108,IP0071,M0054,283.71,2026-02-01T04:11:00,pos,BR,0
T000682,U0317,D0031,C0109,IP0145,M0015,60.23,2026-01-21T09:11:00,mobile,IN,0
T000683,U0312,D0052,C0207,IP0135,M0067,361.64,2026-01-15T13:06:00,mobile,BR,0
T000684,U0210,D0076,C0562,IP0083,M0006,70.24,2026-01-30T22:57:00,mobile,IN,1
T000685,U0353,D0124,C0003,IP0170,M0031,155.85,2026-01-16T07:45:00,web,BR,0
T000686,U0046,D0029,C0093,IP0253,M0020,304.73,2026-01-28T19:45:00,pos,US,0
T000687,U0371,D0026,C0237,IP0132,M0083,300.44,2026-01-20T09:17:00,mobile,GB,0
T000688,U0136,D0119,C0179,IP0026,M0013,150.84,2026-01-24T18:20:00,web,RU,1
T000689,U0149,D0093,C0119,IP0161,M0055,67.59,2026-02-08T10:04:00,web,RU,0
T000690,U0389,D0012,C0175,IP0005,M0018,21.94,2026-02-15T01:27:00,mobile,GB,0
T000691,U0458,D0113,C0382,IP0138,M0012,98.12,2026-01-18T05:15:00,mobile,IN,0
T000692,U0059,D0103,C0279,IP0205,M0059,113.29,2026-02-20T04:07:00,mobile,BR,0
T000693,U0436,D0123,C0171,IP0216,M0084,70.67,2026-01-13T00:13:00,web,IN,0
T000694,U0357,D0016,C0427,IP0082,M0014,140.54,2026-01-28T01:34:00,pos,CA,0
T000695,U0411,D0146,C0626,IP0225,M0024,50.91,2026-02-13T23:36:00,mobile,RU,0
T000696,U0184,D0157,C0134,IP0015,M0088,228.43,2026-02-24T19:10:00,mobile,CA,0
T000697,U0058,D0106,C0065,IP0226,M0006,88.19,2026-02-01T08:13:00,mobile,BR,1
T000698,U0161,D0004,C0347,IP0115,M0086,88.95,2026-01-28T09:42:00,pos,NG,0
T000699,U0353,D0180,C0255,IP0049,M0056,200.29,2026-01-04T02:23:00,mobile,GB,0
T000700,U0340,D0174,C0572,IP0198,M0020,15.1,2026-01-22T01:45:00,pos,US,0
T000701,U0006,D0165,C0481,IP0081,M0065,14.89,2026-01-18T23:38:00,mobile,RU,0
T000702,U0085,D0020,C0247,IP0252,M0042,173.98,2026-01-12T20:22:00,mobile,GB,0
T000703,U0026,D0130,C0388,IP0115,M0071,653.53,2026-02-05T01:21:00,mobile,RU,0
T000704,U0121,D0021,C0587,IP0236,M0057,188.58,2026-02-25T21:49:00,mobile,US,0
T000705,U0439,D0128,C0122,IP0229,M0041,1179.67,2026-03-01T14:29:00,mobile,BR,0
T000706,U0335,D0005,C0423,IP0053,M0052,112.93,2026-01-05T22:41:00,web,NG,0
T000707,U0282,D0001,C0634,IP0047,M0078,46.35,2026-02-06T21:49:00,pos,GB,0
T000708,U0456,D0131,C0468,IP0106,M0084,319.9,2026-01-13T13:21:00,mobile,GB,0
T000709,U0423,D0014,C0340,IP0115,M0059,192.52,2026-01-16T21:20:00,pos,RU,0
T000710,U0318,D0154,C0373,IP0243,M0085,165.57,2026-01-18T11:06:00,pos,CA,0
T000711,U0059,D0025,C0350,IP0114,M0001,1052.22,2026-01-11T15:21:00,mobile,RU,0
T000712,U0325,D0075,C0047,IP0192,M0014,53.37,2026-01-26T05:02:00,web,CA,0
T000713,U0072,D0105,C0626,IP0055,M0033,17.93,2026-02-02T05:45:00,web,IN,0
T000714,U0062,D0101,C0196,IP0111,M0059,111.29,2026-01-07T08:33:00,pos,GB,0
T000715,U0056,D0107,C0603,IP0024,M0082,49.53,2026-02-03T18:44:00,web,RU,1
T000716,U0457,D0116,C0604,IP0235,M0085,32.11,2026-02-18T08:22:00,pos,IN,0
T000717,U0494,D0128,C0050,IP0003,M0068,66.49,2026-01-18T02:41:00,pos,CA,0
T000718,U0430,D0150,C0182,IP0248,M0066,120.59,2026-01-24T22:02:00,pos,NG,0
T000719,U0089,D0033,C0615,IP0054,M0050,637.39,2026-01-04T22:58:00,pos,GB,0
T000720,U0259,D0099,C0255,IP0215,M0078,150.12,2026-01-21T11:35:00,mobile,CA,0
T000721,U0494,D0088,C0137,IP0151,M0058,470.16,2026-01-22T14:35:00,web,CA,0
T000722,U0309,D0180,C0322,IP0154,M0071,132.97,2026-01-15T07:51:00,pos,BR,0
T000723,U0479,D0142,C0215,IP0112,M0026,122.16,2026-01-15T02:36:00,pos,BR,1
T000724,U0149,D0176,C0136,IP0177,M0087,98.11,2026-03-01T05:12:00,pos,BR,0
T000725,U0500,D0046,C0331,IP0258,M0070,218.91,2026-01-02T11:40:00,pos,US,0
T000726,U0390,D0091,C0585,IP0246,M0075,516.49,2026-01-24T06:31:00,pos,BR,0
T000727,U0214,D0173,C0014,IP0147,M0055,72.7,2026-02-03T12:07:00,pos,US,0
T000728,U0013,D0098,C0058,IP0075,M0007,18.21,2026-02-08T13:38:00,web,GB,0
T000729,U0385,D0042,C0257,IP0147,M0088,119.02,2026-02-01T13:21:00,web,RU,0
T000730,U0032,D0177,C0555,IP0152,M0027,101.5,2026-03-01T10:51:00,web,GB,0
T000731,U0417,D0116,C0576,IP0053,M0079,60.34,2026-01-26T16:53:00,web,BR,0
T000732,U0332,D0144,C0524,IP0200,M0031,136.84,2026-01-11T01:49:00,pos,GB,0
T000733,U0355,D0171,C0397,IP0025,M0049,119.12,2026-02-12T10:53:00,mobile,RU,0
T000734,U0500,D0176,C0056,IP0161,M0071,76.37,2026-01-18T22:12:00,web,BR,0
T000735,U0129,D0052,C0649,IP0227,M0029,175.12,2026-01-16T09:55:00,pos,BR,0
T000736,U0332,D0095,C0302,IP0101,M0025,191.33,2026-02-12T09:38:00,mobile,IN,0
T000737,U0350,D0020,C0527,IP0096,M0023,328.86,2026-01-29T10:19:00,web,CA,0
T000738,U0021,D0110,C0271,IP0143,M0072,20.98,2026-02-16T23:10:00,web,IN,0
T000739,U0300,D0066,C0478,IP0003,M0043,18.0,2026-02-01T22:50:00,pos,IN,0
T000740,U0021,D0040,C0053,IP0166,M0077,84.29,2026-02-20T05:49:00,pos,NG,0
T000741,U0432,D0170,C0587,IP0155,M0063,199.39,2026-02-04T00:36:00,pos,GB,0
T000742,U0038,D0082,C0534,IP0113,M0024,286.35,2026-02-01T12:08:00,web,RU,1
T000743,U0259,D0041,C0550,IP0213,M0070,397.88,2026-01-31T08:01:00,mobile,US,0
T000744,U0179,D0057,C0340,IP0110,M0085,6.95,2026-01-27T17:10:00,mobile,GB,0
T000745,U0151,D0056,C0010,IP0244,M0072,246.3,2026-01-14T03:52:00,web,BR,0
T000746,U0178,D0115,C0629,IP0124,M0083,130.0,2026-02-15T05:53:00,pos,IN,0
T000747,U0491,D0015,C0391,IP0238,M0050,41.02,2026-01-06T13:15:00,web,CA,1
T000748,U0132,D0139,C0530,IP0145,M0004,145.42,2026-02-08T06:25:00,mobile,NG,0
T000749,U0412,D0131,C0045,IP0229,M0063,49.17,2026-01-28T05:35:00,mobile,BR,1
T000750,U0099,D0083,C0172,IP0043,M0013,37.73,2026-01-24T02:59:00,pos,NG,0
T000751,U0004,D0161,C0645,IP0034,M0027,76.53,2026-02-01T16:00:00,web,RU,0
T000752,U0351,D0109,C0551,IP0054,M0027,96.05,2026-02-07T14:32:00,pos,BR,0
T000753,U0397,D0112,C0158,IP0037,M0088,51.78,2026-01-28T01:40:00,web,CA,0
T000754,U0368,D0085,C0076,IP0020,M0012,336.81,2026-02-05T18:02:00,web,IN,0
T000755,U0407,D0065,C0234,IP0037,M0074,75.95,2026-01-02T07:30:00,mobile,CA,1
T000756,U0199,D0116,C0324,IP0208,M0056,81.97,2026-01-03T16:44:00,web,CA,0
T000757,U0345,D0031,C0634,IP0004,M0083,357.46,2026-01-16T06:53:00,web,RU,0
T000758,U0382,D0150,C0367,IP0024,M0010,257.28,2026-01-27T01:49:00,pos,US,0
T000759,U0149,D0176,C0089,IP0155,M0078,24.12,2026-02-25T17:30:00,mobile,RU,0
T000760,U0475,D0113,C0032,IP0196,M0051,60.7,2026-02-14T08:16:00,mobile,IN,0
T000761,U0274,D0170,C0401,IP0087,M0008,262.41,2026-01-13T03:06:00,pos,GB,1
T000762,U0492,D0163,C0383,IP0074,M0039,103.16,2026-02-19T14:01:00,web,NG,0
T000763,U0448,D0143,C0043,IP0073,M0016,211.86,2026-01-12T09:50:00,web,NG,0
T000764,U0306,D0101,C0216,IP0044,M0040,547.03,2026-02-17T05:11:00,pos,BR,0
T000765,U0463,D0089,C0525,IP0109,M0053,352.83,2026-02-05T05:50:00,web,IN,0
T000766,U0095,D0057,C0118,IP0130,M0025,114.84,2026-01-04T20:27:00,web,BR,0
T000767,U0410,D0146,C0473,IP0028,M0071,533.57,2026-02-02T04:03:00,pos,NG,0
T000768,U0038,D0075,C0101,IP0035,M0033,365.17,2026-02-15T11:34:00,web,BR,0
T000769,U0298,D0125,C0132,IP0170,M0046,93.92,2026-01-13T21:08:00,pos,BR,0
T000770,U0121,D0026,C0072,IP0146,M0080,320.48,2026-01-20T01:31:00,web,GB,0
T000771,U0249,D0116,C0314,IP0169,M0079,51.65,2026-01-14T11:13:00,pos,NG,0
T000772,U0079,D0145,C0439,IP0187,M0041,160.51,2026-01-03T04:09:00,web,US,1
T000773,U0161,D0064,C0447,IP0114,M0083,84.4,2026-01-09T15:33:00,mobile,RU,1
T000774,U0185,D0035,C0474,IP0170,M0062,71.15,2026-01-25T01:52:00,mobile,GB,0
T000775,U0397,D0079,C0112,IP0250,M0071,257.98,2026-01-29T04:09:00,web,BR,1
T000776,U0311,D0021,C0552,IP0144,M0018,238.88,2026-02-02T21:41:00,web,GB,0
T000777,U0376,D0161,C0020,IP0040,M0010,108.17,2026-02-23T00:28:00,pos,BR,0
T000778,U0016,D0149,C0218,IP0208,M0076,48.66,2026-02-28T21:02:00,web,NG,1
T000779,U0134,D0140,C0153,IP0242,M0084,44.89,2026-02-03T18:06:00,mobile,CA,0
T000780,U0115,D0151,C0476,IP0149,M0018,153.04,2026-01-26T04:55:00,pos,NG,0
T000781,U0047,D0102,C0011,IP0187,M0065,102.73,2026-01-18T22:58:00,pos,IN,0
T000782,U0435,D0158,C0144,IP0085,M0066,62.52,2026-02-28T01:47:00,mobile,IN,0
T000783,U0092,D0145,C0368,IP0075,M0062,65.31,2026-01-10T03:26:00,web,IN,1
T000784,U0390,D0125,C0271,IP0119,M0009,508.22,2026-02-10T09:51:00,mobile,IN,1
T000785,U0022,D0172,C0370,IP0106,M0067,53.42,2026-02-16T16:31:00,mobile,CA,0
T000786,U0470,D0117,C0332,IP0024,M0006,86.52,2026-03-01T23:07:00,web,BR,0
T000787,U0496,D0134,C0593,IP0141,M0034,228.8,2026-01-25T16:56:00,pos,NG,0
T000788,U0090,D0097,C0602,IP0194,M0047,34.56,2026-02-05T06:55:00,pos,RU,0
T000789,U0040,D0133,C0229,IP0129,M0049,129.62,2026-02-25T11:34:00,pos,CA,0
T000790,U0181,D0089,C0619,IP0250,M0062,41.53,2026-02-10T00:14:00,web,NG,1
T000791,U0452,D0036,C0236,IP0226,M0022,12.9,2026-02-20T00:02:00,web,NG,1
T000792,U0330,D0072,C0192,IP0109,M0020,180.62,2026-01-14T08:22:00,web,GB,0
T000793,U0309,D0031,C0339,IP0118,M0054,257.85,2026-01-02T06:16:00,pos,US,0
T000794,U0247,D0173,C0216,IP0246,M0062,202.66,2026-02-27T11:04:00,pos,IN,0
T000795,U0332,D0106,C0045,IP0012,M0032,87.14,2026-01-12T18:53:00,web,NG,1
T000796,U0304,D0042,C0525,IP0069,M0081,62.6,2026-01-21T04:23:00,web,NG,1
T000797,U0076,D0015,C0185,IP0086,M0034,323.38,2026-01-07T18:50:00,pos,CA,1
T000798,U0307,D0145,C0291,IP0010,M0085,69.38,2026-01-16T10:17:00,web,IN,1
T000799,U0230,D0156,C0175,IP0242,M0062,71.02,2026-01-12T23:43:00,web,RU,0
T000800,U0211,D0179,C0187,IP0087,M0073,36.63,2026-02-09T01:10:00,pos,BR,1
T000801,U0262,D0068,C0351,IP0086,M0088,121.37,2026-01-11T11:07:00,mobile,NG,1
T000802,U0303,D0018,C0395,IP0118,M0049,587.53,2026-02-06T19:35:00,web,US,0
T000803,U0009,D0052,C0430,IP0259,M0088,302.52,2026-02-27T19:25:00,web,NG,0
T000804,U0050,D0046,C0615,IP0244,M0079,63.79,2026-02-02T22:23:00,web,RU,0
T000805,U0273,D0129,C0494,IP0061,M0012,270.62,2026-02-22T00:30:00,pos,IN,0
T000806,U0462,D0155,C0442,IP0001,M0087,57.62,2026-02-03T18:44:00,pos,CA,0
T000807,U0190,D0012,C0494,IP0220,M0030,349.46,2026-02-08T09:52:00,mobile,GB,0
T000808,U0302,D0179,C0138,IP0051,M0055,503.52,2026-02-05T15:29:00,mobile,CA,0
T000809,U0393,D0060,C0613,IP0043,M0037,628.08,2026-01-20T21:47:00,pos,CA,0
T000810,U0132,D0049,C0592,IP0003,M0001,106.47,2026-01-05T18:29:00,pos,US,0
T000811,U0267,D0002,C0211,IP0193,M0084,185.39,2026-02-22T13:52:00,pos,RU,1
T000812,U0162,D0105,C0159,IP0186,M0014,258.49,2026-02-12T12:52:00,mobile,BR,0
T000813,U0300,D0065,C0434,IP0134,M0069,14.47,2026-01-07T18:18:00,pos,GB,1
T000814,U0314,D0071,C0424,IP0204,M0027,146.11,2026-02-04T05:51:00,pos,RU,0
T000815,U0286,D0124,C0573,IP0092,M0048,118.22,2026-01-29T03:32:00,pos,CA,0
T000816,U0130,D0119,C0408,IP0257,M0050,497.65,2026-02-17T09:27:00,pos,IN,1
T000817,U0438,D0169,C0458,IP0061,M0030,117.63,2026-01-19T02:20:00,pos,IN,0
T000818,U0052,D0055,C0564,IP0206,M0044,67.76,2026-01-12T01:24:00,pos,BR,0
T000819,U0351,D0014,C0006,IP0083,M0050,55.46,2026-01-19T21:02:00,web,RU,1
T000820,U0075,D0121,C0066,IP0223,M0012,111.08,2026-02-08T13:14:00,mobile,IN,0
T000821,U0190,D0021,C0411,IP0020,M0050,157.48,2026-02-06T10:37:00,pos,BR,1
T000822,U0267,D0074,C0507,IP0030,M0023,593.48,2026-02-06T21:01:00,mobile,US,0
T000823,U0104,D0169,C0035,IP0147,M0025,230.61,2026-01-09T07:46:00,pos,NG,0
T000824,U0265,D0179,C0174,IP0119,M0079,74.78,2026-01-15T16:02:00,pos,US,1
T000825,U0185,D0062,C0089,IP0001,M0021,1250.16,2026-01-04T22:39:00,mobile,RU,0
T000826,U0205,D0091,C0601,IP0203,M0052,241.7,2026-01-27T21:46:00,web,NG,0
T000827,U0008,D0018,C0292,IP0047,M0071,93.19,2026-02-09T11:14:00,pos,RU,0
T000828,U0287,D0150,C0284,IP0179,M0045,92.72,2026-01-21T05:59:00,web,NG,1
T000829,U0494,D0050,C0589,IP0233,M0052,85.35,2026-01-19T03:37:00,web,GB,0
T000830,U0090,D0105,C0075,IP0055,M0072,68.94,2026-02-16T20:31:00,pos,GB,0
T000831,U0175,D0030,C0589,IP0132,M0069,177.44,2026-01-24T10:30:00,mobile,BR,0
T000832,U0227,D0097,C0348,IP0248,M0032,35.68,2026-02-22T11:44:00,mobile,BR,1
T000833,U0236,D0151,C0120,IP0015,M0062,56.7,2026-01-20T06:38:00,mobile,US,0
T000834,U0196,D0163,C0236,IP0113,M0087,31.24,2026-01-24T09:59:00,mobile,CA,0
T000835,U0490,D0091,C0255,IP0005,M0034,109.97,2026-01-04T14:07:00,mobile,US,0
T000836,U0205,D0173,C0568,IP0176,M0010,361.98,2026-02-10T13:28:00,web,CA,0
T000837,U0161,D0091,C0276,IP0112,M0074,110.4,2026-01-23T13:05:00,web,BR,0
T000838,U0350,D0049,C0241,IP0256,M0026,107.87,2026-02-12T16:04:00,pos,IN,0
T000839,U0447,D0068,C0208,IP0106,M0030,148.54,2026-03-01T20:32:00,web,RU,0
T000840,U0317,D0092,C0123,IP0080,M0014,295.59,2026-01-17T08:53:00,web,BR,1
T000841,U0490,D0170,C0007,IP0253,M0079,47.74,2026-01-17T12:27:00,pos,US,0
T000842,U0435,D0124,C0323,IP0191,M0080,38.93,2026-02-02T12:06:00,mobile,NG,0
T000843,U0445,D0071,C0524,IP0252,M0024,62.06,2026-02-11T12:41:00,mobile,CA,0
T000844,U0114,D0148,C0539,IP0066,M0007,1439.15,2026-01-03T13:51:00,mobile,CA,0
T000845,U0482,D0139,C0356,IP0017,M0065,122.01,2026-01-01T23:11:00,mobile,RU,0
T000846,U0352,D0045,C0531,IP0235,M0016,52.18,2026-01-19T04:48:00,mobile,GB,0
T000847,U0353,D0003,C0216,IP0007,M0087,25.25,2026-01-05T01:05:00,mobile,NG,1
T000848,U0052,D0084,C0266,IP0186,M0079,120.43,2026-02-12T16:52:00,web,NG,0
T000849,U0135,D0061,C0628,IP0138,M0061,346.55,2026-01-24T18:05:00,mobile,GB,0
T000850,U0095,D0128,C0430,IP0218,M0027,72.07,2026-01-12T04:02:00,pos,RU,0
T000851,U0191,D0094,C0462,IP0206,M0036,38.03,2026-01-08T05:24:00,web,NG,0
T000852,U0068,D0148,C0277,IP0118,M0013,419.12,2026-02-27T20:41:00,web,NG,1
T000853,U0222,D0098,C0154,IP0101,M0019,55.47,2026-02-02T10:40:00,mobile,RU,0
T000854,U0005,D0046,C0138,IP0216,M0064,63.02,2026-01-05T14:21:00,pos,NG,0
T000855,U0274,D0081,C0257,IP0250,M0039,72.08,2026-01-08T16:12:00,pos,RU,1
T000856,U0291,D0013,C0168,IP0204,M0013,127.06,2026-02-22T00:29:00,web,IN,0
T000857,U0417,D0066,C0099,IP0244,M0081,33.33,2026-02-19T13:29:00,mobile,BR,0
T000858,U0172,D0067,C0574,IP0185,M0047,611.54,2026-01-11T10:14:00,pos,RU,0
T000859,U0132,D0089,C0125,IP0011,M0053,256.93,2026-01-18T10:47:00,mobile,RU,0
T000860,U0348,D0156,C0590,IP0102,M0074,34.86,2026-01-12T16:50:00,pos,BR,0
T000861,U0276,D0045,C0333,IP0146,M0046,209.79,2026-02-03T21:45:00,pos,NG,0
T000862,U0250,D0115,C0629,IP0041,M0049,183.62,2026-01-10T06:11:00,mobile,CA,0
T000863,U0324,D0038,C0346,IP0086,M0082,237.08,2026-02-20T21:23:00,mobile,BR,1
T000864,U0314,D0147,C0082,IP0208,M0010,71.77,2026-01-26T00:03:00,web,GB,0
T000865,U0117,D0081,C0299,IP0163,M0084,352.72,2026-02-28T05:35:00,pos,GB,0
T000866,U0310,D0166,C0456,IP0203,M0035,55.02,2026-02-17T10:32:00,mobile,BR,1
T000867,U0301,D0134,C0172,IP0231,M0053,81.63,2026-02-20T03:30:00,web,RU,0
T000868,U0012,D0033,C0258,IP0121,M0085,718.18,2026-01-17T10:54:00,pos,BR,0
T000869,U0384,D0021,C0407,IP0108,M0022,48.96,2026-01-28T22:51:00,web,US,0
T000870,U0033,D0122,C0407,IP0028,M0004,55.9,2026-01-12T16:33:00,pos,RU,0
T000871,U0043,D0027,C0160,IP0135,M0080,28.3,2026-01-31T20:35:00,web,BR,0
T000872,U0477,D0100,C0254,IP0159,M0030,211.62,2026-01-10T20:31:00,pos,GB,0
T000873,U0227,D0161,C0540,IP0065,M0017,170.79,2026-02-26T18:30:00,web,US,0
T000874,U0018,D0119,C0488,IP0194,M0050,352.2,2026-02-03T18:40:00,mobile,RU,1
T000875,U0277,D0070,C0553,IP0228,M0018,264.23,2026-01-08T07:17:00,web,NG,1
T000876,U0306,D0117,C0547,IP0223,M0068,227.49,2026-02-28T06:45:00,mobile,GB,0
T000877,U0247,D0139,C0453,IP0117,M0012,27.17,2026-02-18T14:10:00,mobile,GB,0
T000878,U0212,D0067,C0011,IP0080,M0039,30.94,2026-01-19T12:35:00,web,NG,1
T000879,U0418,D0035,C0481,IP0177,M0037,85.0,2026-02-20T09:47:00,pos,US,1
T000880,U0353,D0126,C0010,IP0245,M0039,132.46,2026-01-21T07:43:00,mobile,RU,0
T000881,U0150,D0153,C0562,IP0119,M0001,350.22,2026-01-19T18:13:00,mobile,IN,0
T000882,U0211,D0144,C0256,IP0224,M0051,68.47,2026-02-05T16:27:00,web,BR,0
T000883,U0378,D0166,C0226,IP0200,M0049,366.68,2026-02-27T05:57:00,mobile,US,0
T000884,U0217,D0170,C0279,IP0257,M0073,337.27,2026-01-07T07:34:00,mobile,BR,1
T000885,U0381,D0137,C0193,IP0138,M0053,114.26,2026-01-09T04:51:00,web,IN,0
